1230,1262
1233,1265
1236,1268
1239,1271
1242,1274
1245,1277
1248,1280
1251,1283
1254,1286
1257,1289
1260,1292
1263,1295
1266,1298
1269,1301
1272,1304
1275,1307
1278,1310
1281,1313
1284,1316
1287,1319
1290,1322
1293,1325
1296,1328
1299,1331
1302,1334
1305,1337
1308,1340
1311,1343
1314,1346
1317,1349
1320,1352
1323,1355
1326,1358
1329,1361
1332,1364
1335,1367
1338,1370
1341,1373
1344,1376
1347,1379
1350,1382
1353,1385
1356,1388
1359,1391
1362,1394
1365,1397
1368,1400
1371,1403
1374,1406
1377,1409
1380,1412
1383,1415
1386,1418
1389,1421
1392,1424
1395,1427
1398,1430
1401,1433
1404,1436
1407,1439
1410,1442
1413,1445
1416,1448
1419,1451
1422,1454
1425,1457
1428,1460
1431,1463
1434,1466
1437,1469
1440,1472
1443,1475
1446,1478
1449,1481
1452,1484
1455,1487
1458,1490
1461,1493
1464,1496
1467,1499
1470,1502
1473,1505
1476,1508
1479,1511
1482,1514
1485,1517
1488,1520
1491,1523
1494,1526
1497,1529
1500,1532
1503,1535
1506,1538
1509,1541
1512,1544
1515,1547
1518,1550
1521,1553
1524,1556
1527,1559
1530,1562
1533,1565
1536,1568
1539,1571
1542,1574
1545,1577
1548,1580
1551,1583
1554,1586
1557,1589
1560,1592
1563,1595
1566,1598
1569,1601
1572,1604
1575,1607
1578,1610
1581,1613
1584,1616
1587,1619
1590,1622
1593,1625
1596,1628
1599,1631
1602,1634
1605,1637
1608,1640
1611,1643
1614,1646
1617,1649
1620,1652
1623,1655
1626,1658
1629,1661
1632,1664
1635,1667
1638,1670
1641,1673
1644,1676
1647,1679
1650,1682
1653,1685
1656,1688
1659,1691
1662,1694
1665,1697
1668,1700
1671,1703
1674,1706
1677,1709
1680,1712
1683,1715
1686,1718
1689,1721
1692,1724
1695,1727
1698,1730
1701,1733
1704,1736
1707,1739
1710,1742
1713,1745
1716,1748
1719,1751
1722,1754
1725,1757
1728,1760
1731,1763
1734,1766
1737,1769
1740,1772
1743,1775
1746,1778
1749,1781
1752,1784
1755,1787
1758,1790
1761,1793
1764,1796
1767,1799
1770,1802
1773,1805
1776,1808
1779,1811
1782,1814
1785,1817
1788,1820
1791,1823
1794,1826
1797,1829
1800,1832
1803,1835
1806,1838
1809,1841
1812,1844
1815,1847
1818,1850
1821,1853
1824,1856
1827,1859
1830,1862
1833,1865
1836,1868
1839,1871
1842,1874
1845,1877
1848,1880
1851,1883
1854,1886
1857,1889
1860,1892
1863,1895
1866,1898
1869,1901
1872,1904
1875,1907
1878,1910
1881,1913
1884,1916
1887,1919
1890,1922
1893,1925
1896,1928
1899,1931
1902,1934
1905,1937
1908,1940
1911,1943
1914,1946
1917,1949
1920,1952
1923,1955
1926,1958
1929,1961
1932,1964
1935,1967
1938,1970
1941,1973
1944,1976
1947,1979
1950,1982
1953,1985
1956,1988
1959,1991
1962,1994
1965,1997
1968,2000
1971,2003
1974,2006
1977,2009
1980,2012
1983,2014
